"action_id","action_name","logic_version","logic_type","indicator_key","direction","weight","rationale"
ipcc_0024,Improve material utilization efficiency in production,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0024,Improve material utilization efficiency in production,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0024,Improve material utilization efficiency in production,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0024,Improve material utilization efficiency in production,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0024,Improve material utilization efficiency in production,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0025,"Design for Recovery, Reuse, or Repurposing",v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0026,Adopt alternative feedstocks in industrial production,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0026,Adopt alternative feedstocks in industrial production,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0026,Adopt alternative feedstocks in industrial production,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0026,Adopt alternative feedstocks in industrial production,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0026,Adopt alternative feedstocks in industrial production,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0028,"Behavioral Changes for Reduced Waste (e.g., Food)",v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0031,Enhanced product service levels per product (e.g. product sharing),v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0031,Enhanced product service levels per product (e.g. product sharing),v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0031,Enhanced product service levels per product (e.g. product sharing),v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0031,Enhanced product service levels per product (e.g. product sharing),v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0031,Enhanced product service levels per product (e.g. product sharing),v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0033,Improve product maintenance to extend lifespan,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0033,Improve product maintenance to extend lifespan,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0033,Improve product maintenance to extend lifespan,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0033,Improve product maintenance to extend lifespan,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0033,Improve product maintenance to extend lifespan,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0034,Promote consumer behavior focused on sufficiency and reduced consumption,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0034,Promote consumer behavior focused on sufficiency and reduced consumption,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0034,Promote consumer behavior focused on sufficiency and reduced consumption,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0034,Promote consumer behavior focused on sufficiency and reduced consumption,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0034,Promote consumer behavior focused on sufficiency and reduced consumption,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0037,Adopt net-zero-emissions materials and supply chains,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0037,Adopt net-zero-emissions materials and supply chains,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0037,Adopt net-zero-emissions materials and supply chains,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0037,Adopt net-zero-emissions materials and supply chains,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0037,Adopt net-zero-emissions materials and supply chains,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0038,Stimulate solar energy production in industrial facilities,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0038,Stimulate solar energy production in industrial facilities,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0038,Stimulate solar energy production in industrial facilities,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0038,Stimulate solar energy production in industrial facilities,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0038,Stimulate solar energy production in industrial facilities,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0039,Promote the substitution of traditional materials with sustainable alternatives,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0039,Promote the substitution of traditional materials with sustainable alternatives,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0039,Promote the substitution of traditional materials with sustainable alternatives,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0039,Promote the substitution of traditional materials with sustainable alternatives,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0039,Promote the substitution of traditional materials with sustainable alternatives,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0040,Promote industry-government collaborations on emissions reduction,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0040,Promote industry-government collaborations on emissions reduction,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0040,Promote industry-government collaborations on emissions reduction,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0040,Promote industry-government collaborations on emissions reduction,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0040,Promote industry-government collaborations on emissions reduction,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0041,Support research into carbon-neutral manufacturing technologies,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0041,Support research into carbon-neutral manufacturing technologies,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0041,Support research into carbon-neutral manufacturing technologies,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0041,Support research into carbon-neutral manufacturing technologies,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0041,Support research into carbon-neutral manufacturing technologies,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0042,Set carbon emissions reduction targets for industrial sectors,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0042,Set carbon emissions reduction targets for industrial sectors,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0042,Set carbon emissions reduction targets for industrial sectors,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0042,Set carbon emissions reduction targets for industrial sectors,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0042,Set carbon emissions reduction targets for industrial sectors,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0043,Encourage the Use of Zero-Emission Fuels in Industrial Processes,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0043,Encourage the Use of Zero-Emission Fuels in Industrial Processes,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0043,Encourage the Use of Zero-Emission Fuels in Industrial Processes,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0043,Encourage the Use of Zero-Emission Fuels in Industrial Processes,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0043,Encourage the Use of Zero-Emission Fuels in Industrial Processes,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0045,Transition to renewable energy for industrial operations,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0045,Transition to renewable energy for industrial operations,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0045,Transition to renewable energy for industrial operations,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0045,Transition to renewable energy for industrial operations,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0045,Transition to renewable energy for industrial operations,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0049,Develop and implement circular economy policies,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0049,Develop and implement circular economy policies,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0049,Develop and implement circular economy policies,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0049,Develop and implement circular economy policies,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0049,Develop and implement circular economy policies,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0050,Create tax incentives for companies adopting clean technologies,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0050,Create tax incentives for companies adopting clean technologies,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0050,Create tax incentives for companies adopting clean technologies,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0050,Create tax incentives for companies adopting clean technologies,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0050,Create tax incentives for companies adopting clean technologies,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0052,Reduce Deforestation and Degradation,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0052,Reduce Deforestation and Degradation,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0052,Reduce Deforestation and Degradation,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0052,Reduce Deforestation and Degradation,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0052,Reduce Deforestation and Degradation,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0053,"Implement afforestation, reforestation, and forest ecosystem restoration",v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0053,"Implement afforestation, reforestation, and forest ecosystem restoration",v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0053,"Implement afforestation, reforestation, and forest ecosystem restoration",v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0053,"Implement afforestation, reforestation, and forest ecosystem restoration",v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0053,"Implement afforestation, reforestation, and forest ecosystem restoration",v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0054,Adopt sustainable forest management practices,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0054,Adopt sustainable forest management practices,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0054,Adopt sustainable forest management practices,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0054,Adopt sustainable forest management practices,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0054,Adopt sustainable forest management practices,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0055,"Implement fire management in forests, grasslands, and savannas",v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0055,"Implement fire management in forests, grasslands, and savannas",v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0055,"Implement fire management in forests, grasslands, and savannas",v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0055,"Implement fire management in forests, grasslands, and savannas",v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0055,"Implement fire management in forests, grasslands, and savannas",v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0056,Reduce and prevent degradation and conversion of Grasslands and Savannas,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0057,Restore degraded peatlands and prevent further conversion or degradation.,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0057,Restore degraded peatlands and prevent further conversion or degradation.,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0057,Restore degraded peatlands and prevent further conversion or degradation.,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0057,Restore degraded peatlands and prevent further conversion or degradation.,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0057,Restore degraded peatlands and prevent further conversion or degradation.,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0060,Protect and Restore Coastal Wetlands,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0060,Protect and Restore Coastal Wetlands,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0060,Protect and Restore Coastal Wetlands,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0060,Protect and Restore Coastal Wetlands,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0060,Protect and Restore Coastal Wetlands,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0062,Create partnerships to implement biochar plants.,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0062,Create partnerships to implement biochar plants.,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0062,Create partnerships to implement biochar plants.,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0062,Create partnerships to implement biochar plants.,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0062,Create partnerships to implement biochar plants.,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0064,Reduce methane emissions from enteric fermentation in livestock,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0064,Reduce methane emissions from enteric fermentation in livestock,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0064,Reduce methane emissions from enteric fermentation in livestock,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0064,Reduce methane emissions from enteric fermentation in livestock,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0064,Reduce methane emissions from enteric fermentation in livestock,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0067,Improve manure management and crop nutrient practices,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0067,Improve manure management and crop nutrient practices,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0067,Improve manure management and crop nutrient practices,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0067,Improve manure management and crop nutrient practices,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0067,Improve manure management and crop nutrient practices,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0068,Pilot Bioenergy with Carbon Capture in Partnership with Utilities/Industry.,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0068,Pilot Bioenergy with Carbon Capture in Partnership with Utilities/Industry.,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0068,Pilot Bioenergy with Carbon Capture in Partnership with Utilities/Industry.,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0068,Pilot Bioenergy with Carbon Capture in Partnership with Utilities/Industry.,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0068,Pilot Bioenergy with Carbon Capture in Partnership with Utilities/Industry.,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0069,Promote sustainable and healthy diets,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0069,Promote sustainable and healthy diets,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0069,Promote sustainable and healthy diets,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0069,Promote sustainable and healthy diets,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0069,Promote sustainable and healthy diets,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0070,Reduce food loss and waste,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0070,Reduce food loss and waste,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0070,Reduce food loss and waste,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0070,Reduce food loss and waste,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0070,Reduce food loss and waste,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0071,Increase sustainable use of wood products,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0071,Increase sustainable use of wood products,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0071,Increase sustainable use of wood products,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0071,Increase sustainable use of wood products,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0071,Increase sustainable use of wood products,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0074,Promote compact urban form through spatial planning,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0074,Promote compact urban form through spatial planning,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0074,Promote compact urban form through spatial planning,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0074,Promote compact urban form through spatial planning,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0074,Promote compact urban form through spatial planning,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0076,Implement energy audits in industrial plants,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0076,Implement energy audits in industrial plants,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0076,Implement energy audits in industrial plants,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0076,Implement energy audits in industrial plants,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0076,Implement energy audits in industrial plants,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
ipcc_0105,Promote active mobility through road space reallocation,v1,weighted_sum,median_household_income,supportive,0.2,Higher income can increase participation in source separation (with good program design).
ipcc_0105,Promote active mobility through road space reallocation,v1,weighted_sum,poverty_rate,constraining,0.25,"Higher poverty may require more free provision (bins, outreach) to sustain participation."
ipcc_0105,Promote active mobility through road space reallocation,v1,weighted_sum,unemployment_rate,supportive,0.15,"Can support job-creating waste programs (collection, compost operations) if designed well."
ipcc_0105,Promote active mobility through road space reallocation,v1,weighted_sum,employment_in_transport_and_logistics,supportive,0.2,Collection/hauling and logistics capacity supports organics diversion systems.
ipcc_0105,Promote active mobility through road space reallocation,v1,weighted_sum,electricity_access_rate,supportive,0.2,"If AD/biogas recovery is used, stable power access supports operations and monitoring."
